date,blood_type,demand,hospital_license_number,notes
2025-12-22,O+,17,,
2025-12-22,A+,20,,
2025-12-22,B+,9,,
2025-12-22,O-,7,,
2025-12-22,A-,5,,
2025-12-22,B-,3,,
2025-12-22,AB+,2,,
2025-12-22,AB-,0,,
2025-12-23,O+,28,,
2025-12-23,A+,20,,
2025-12-23,B+,14,,
2025-12-23,O-,9,,
2025-12-23,A-,7,,
2025-12-23,B-,4,,
2025-12-23,AB+,4,,
2025-12-23,AB-,1,,
2025-12-24,O+,39,,Christmas emergency surge
2025-12-24,A+,29,,Christmas emergency surge
2025-12-24,B+,18,,Christmas emergency surge
2025-12-24,O-,13,,Christmas emergency surge
2025-12-24,A-,9,,Christmas emergency surge
2025-12-24,B-,6,,Christmas emergency surge
2025-12-24,AB+,6,,Christmas emergency surge
2025-12-24,AB-,2,,Christmas emergency surge
2025-12-25,O+,24,,Public holiday: Christmas Day
2025-12-25,A+,23,,Public holiday: Christmas Day
2025-12-25,B+,16,,Public holiday: Christmas Day
2025-12-25,O-,11,,Public holiday: Christmas Day
2025-12-25,A-,6,,Public holiday: Christmas Day
2025-12-25,B-,3,,Public holiday: Christmas Day
2025-12-25,AB+,3,,Public holiday: Christmas Day
2025-12-25,AB-,2,,Public holiday: Christmas Day
2025-12-26,O+,26,,Public holiday: Boxing Day
2025-12-26,A+,11,,Public holiday: Boxing Day
2025-12-26,B+,12,,Public holiday: Boxing Day
2025-12-26,O-,4,,Public holiday: Boxing Day
2025-12-26,A-,7,,Public holiday: Boxing Day
2025-12-26,B-,4,,Public holiday: Boxing Day
2025-12-26,AB+,2,,Public holiday: Boxing Day
2025-12-26,AB-,1,,Public holiday: Boxing Day
2025-12-27,O+,19,,
2025-12-27,A+,12,,
2025-12-27,B+,9,,
2025-12-27,O-,5,,
2025-12-27,A-,4,,
2025-12-27,B-,4,,
2025-12-27,AB+,0,,
2025-12-27,AB-,1,,
2025-12-28,O+,12,,
2025-12-28,A+,13,,
2025-12-28,B+,7,,
2025-12-28,O-,9,,
2025-12-28,A-,4,,
2025-12-28,B-,3,,
2025-12-28,AB+,1,,
2025-12-28,AB-,2,,
2025-12-29,O+,22,,
2025-12-29,A+,17,,
2025-12-29,B+,15,,
2025-12-29,O-,9,,
2025-12-29,A-,6,,
2025-12-29,B-,6,,
2025-12-29,AB+,2,,
2025-12-29,AB-,0,,
2025-12-30,O+,27,,
2025-12-30,A+,28,,
2025-12-30,B+,13,,
2025-12-30,O-,11,,
2025-12-30,A-,7,,
2025-12-30,B-,3,,
2025-12-30,AB+,3,,
2025-12-30,AB-,1,,
2025-12-31,O+,41,,
2025-12-31,A+,33,,
2025-12-31,B+,18,,
2025-12-31,O-,12,,
2025-12-31,A-,6,,
2025-12-31,B-,6,,
2025-12-31,AB+,4,,
2025-12-31,AB-,1,,
2026-01-01,O+,33,,Public holiday: New Year's Day
2026-01-01,A+,31,,Public holiday: New Year's Day
2026-01-01,B+,19,,Public holiday: New Year's Day
2026-01-01,O-,14,,Public holiday: New Year's Day
2026-01-01,A-,8,,Public holiday: New Year's Day
2026-01-01,B-,5,,Public holiday: New Year's Day
2026-01-01,AB+,6,,Public holiday: New Year's Day
2026-01-01,AB-,1,,Public holiday: New Year's Day
2026-01-02,O+,23,,
2026-01-02,A+,16,,
2026-01-02,B+,13,,
2026-01-02,O-,9,,
2026-01-02,A-,7,,
2026-01-02,B-,4,,
2026-01-02,AB+,4,,
2026-01-02,AB-,2,,
2026-01-03,O+,22,,
2026-01-03,A+,19,,
2026-01-03,B+,11,,
2026-01-03,O-,7,,
2026-01-03,A-,4,,
2026-01-03,B-,4,,
2026-01-03,AB+,2,,
2026-01-03,AB-,1,,
2026-01-04,O+,19,,
2026-01-04,A+,24,,
2026-01-04,B+,9,,
2026-01-04,O-,8,,
2026-01-04,A-,6,,
2026-01-04,B-,4,,
2026-01-04,AB+,3,,
2026-01-04,AB-,1,,
2026-01-05,O+,33,,Post-holiday replenishment demand
2026-01-05,A+,19,,Post-holiday replenishment demand
2026-01-05,B+,15,,Post-holiday replenishment demand
2026-01-05,O-,13,,Post-holiday replenishment demand
2026-01-05,A-,7,,Post-holiday replenishment demand
2026-01-05,B-,6,,Post-holiday replenishment demand
2026-01-05,AB+,7,,Post-holiday replenishment demand
2026-01-05,AB-,0,,Post-holiday replenishment demand
2026-01-06,O+,34,,
2026-01-06,A+,28,,
2026-01-06,B+,14,,
2026-01-06,O-,11,,
2026-01-06,A-,7,,
2026-01-06,B-,6,,
2026-01-06,AB+,4,,
2026-01-06,AB-,0,,
2026-01-07,O+,42,,
2026-01-07,A+,34,,
2026-01-07,B+,18,,
2026-01-07,O-,14,,
2026-01-07,A-,10,,
2026-01-07,B-,5,,
2026-01-07,AB+,5,,
2026-01-07,AB-,2,,
2026-01-08,O+,30,,
2026-01-08,A+,24,,
2026-01-08,B+,17,,
2026-01-08,O-,14,,
2026-01-08,A-,8,,
2026-01-08,B-,6,,
2026-01-08,AB+,3,,
2026-01-08,AB-,1,,
2026-01-09,O+,25,,
2026-01-09,A+,19,,
2026-01-09,B+,11,,
2026-01-09,O-,8,,
2026-01-09,A-,6,,
2026-01-09,B-,5,,
2026-01-09,AB+,5,,
2026-01-09,AB-,0,,
2026-01-10,O+,19,,
2026-01-10,A+,18,,
2026-01-10,B+,11,,
2026-01-10,O-,6,,
2026-01-10,A-,4,,
2026-01-10,B-,4,,
2026-01-10,AB+,1,,
2026-01-10,AB-,3,,
2026-01-11,O+,23,,
2026-01-11,A+,17,,
2026-01-11,B+,10,,
2026-01-11,O-,6,,
2026-01-11,A-,7,,
2026-01-11,B-,3,,
2026-01-11,AB+,2,,
2026-01-11,AB-,3,,
2026-01-12,O+,32,,
2026-01-12,A+,22,,
2026-01-12,B+,14,,
2026-01-12,O-,9,,
2026-01-12,A-,6,,
2026-01-12,B-,4,,
2026-01-12,AB+,4,,
2026-01-12,AB-,2,,
2026-01-13,O+,42,,
2026-01-13,A+,20,,
2026-01-13,B+,21,,
2026-01-13,O-,12,,
2026-01-13,A-,8,,
2026-01-13,B-,5,,
2026-01-13,AB+,2,,
2026-01-13,AB-,3,,
2026-01-14,O+,30,,
2026-01-14,A+,30,,
2026-01-14,B+,16,,
2026-01-14,O-,9,,
2026-01-14,A-,9,,
2026-01-14,B-,6,,
2026-01-14,AB+,3,,
2026-01-14,AB-,2,,
2026-01-15,O+,36,,
2026-01-15,A+,25,,
2026-01-15,B+,15,,
2026-01-15,O-,8,,
2026-01-15,A-,6,,
2026-01-15,B-,4,,
2026-01-15,AB+,4,,
2026-01-15,AB-,1,,
2026-01-16,O+,21,,
2026-01-16,A+,25,,
2026-01-16,B+,11,,
2026-01-16,O-,6,,
2026-01-16,A-,4,,
2026-01-16,B-,2,,
2026-01-16,AB+,2,,
2026-01-16,AB-,1,,
2026-01-17,O+,16,,
2026-01-17,A+,11,,
2026-01-17,B+,9,,
2026-01-17,O-,6,,
2026-01-17,A-,4,,
2026-01-17,B-,3,,
2026-01-17,AB+,2,,
2026-01-17,AB-,0,,
2026-01-18,O+,10,,
2026-01-18,A+,12,,
2026-01-18,B+,7,,
2026-01-18,O-,5,,
2026-01-18,A-,4,,
2026-01-18,B-,2,,
2026-01-18,AB+,1,,
2026-01-18,AB-,1,,
2026-01-19,O+,24,,
2026-01-19,A+,16,,
2026-01-19,B+,12,,
2026-01-19,O-,8,,
2026-01-19,A-,6,,
2026-01-19,B-,3,,
2026-01-19,AB+,3,,
2026-01-19,AB-,2,,
2026-01-20,O+,19,,
2026-01-20,A+,25,,
2026-01-20,B+,12,,
2026-01-20,O-,9,,
2026-01-20,A-,4,,
2026-01-20,B-,4,,
2026-01-20,AB+,2,,
2026-01-20,AB-,1,,
2026-01-21,O+,28,,
2026-01-21,A+,23,,
2026-01-21,B+,13,,
2026-01-21,O-,7,,
2026-01-21,A-,8,,
2026-01-21,B-,3,,
2026-01-21,AB+,3,,
2026-01-21,AB-,0,,
2026-01-22,O+,22,,
2026-01-22,A+,15,,
2026-01-22,B+,14,,
2026-01-22,O-,9,,
2026-01-22,A-,6,,
2026-01-22,B-,4,,
2026-01-22,AB+,2,,
2026-01-22,AB-,1,,
2026-01-23,O+,15,,
2026-01-23,A+,15,,
2026-01-23,B+,10,,
2026-01-23,O-,6,,
2026-01-23,A-,5,,
2026-01-23,B-,4,,
2026-01-23,AB+,3,,
2026-01-23,AB-,3,,
2026-01-24,O+,9,,
2026-01-24,A+,8,,
2026-01-24,B+,5,,
2026-01-24,O-,5,,
2026-01-24,A-,2,,
2026-01-24,B-,2,,
2026-01-24,AB+,3,,
2026-01-24,AB-,1,,
2026-01-25,O+,23,,
2026-01-25,A+,16,,
2026-01-25,B+,10,,
2026-01-25,O-,5,,
2026-01-25,A-,4,,
2026-01-25,B-,4,,
2026-01-25,AB+,3,,
2026-01-25,AB-,0,,
2026-01-26,O+,17,,
2026-01-26,A+,15,,
2026-01-26,B+,9,,
2026-01-26,O-,9,,
2026-01-26,A-,7,,
2026-01-26,B-,4,,
2026-01-26,AB+,3,,
2026-01-26,AB-,3,,
2026-01-27,O+,30,,
2026-01-27,A+,24,,
2026-01-27,B+,14,,
2026-01-27,O-,9,,
2026-01-27,A-,8,,
2026-01-27,B-,5,,
2026-01-27,AB+,3,,
2026-01-27,AB-,1,,
2026-01-28,O+,32,,
2026-01-28,A+,19,,
2026-01-28,B+,16,,
2026-01-28,O-,10,,
2026-01-28,A-,8,,
2026-01-28,B-,4,,
2026-01-28,AB+,4,,
2026-01-28,AB-,1,,
2026-01-29,O+,28,,
2026-01-29,A+,23,,
2026-01-29,B+,12,,
2026-01-29,O-,7,,
2026-01-29,A-,7,,
2026-01-29,B-,2,,
2026-01-29,AB+,4,,
2026-01-29,AB-,3,,
2026-01-30,O+,24,,
2026-01-30,A+,20,,
2026-01-30,B+,14,,
2026-01-30,O-,8,,
2026-01-30,A-,8,,
2026-01-30,B-,3,,
2026-01-30,AB+,2,,
2026-01-30,AB-,1,,
2026-01-31,O+,12,,
2026-01-31,A+,15,,
2026-01-31,B+,9,,
2026-01-31,O-,8,,
2026-01-31,A-,6,,
2026-01-31,B-,4,,
2026-01-31,AB+,3,,
2026-01-31,AB-,1,,
2026-02-01,O+,22,,
2026-02-01,A+,19,,
2026-02-01,B+,12,,
2026-02-01,O-,6,,
2026-02-01,A-,5,,
2026-02-01,B-,3,,
2026-02-01,AB+,3,,
2026-02-01,AB-,2,,
2026-02-02,O+,27,,
2026-02-02,A+,19,,
2026-02-02,B+,12,,
2026-02-02,O-,8,,
2026-02-02,A-,7,,
2026-02-02,B-,4,,
2026-02-02,AB+,3,,
2026-02-02,AB-,2,,
2026-02-03,O+,36,,
2026-02-03,A+,31,,
2026-02-03,B+,21,,
2026-02-03,O-,14,,
2026-02-03,A-,9,,
2026-02-03,B-,6,,
2026-02-03,AB+,5,,
2026-02-03,AB-,3,,
2026-02-04,O+,37,,
2026-02-04,A+,27,,
2026-02-04,B+,20,,
2026-02-04,O-,13,,
2026-02-04,A-,10,,
2026-02-04,B-,7,,
2026-02-04,AB+,4,,
2026-02-04,AB-,1,,
2026-02-05,O+,38,,
2026-02-05,A+,27,,
2026-02-05,B+,15,,
2026-02-05,O-,11,,
2026-02-05,A-,9,,
2026-02-05,B-,5,,
2026-02-05,AB+,6,,
2026-02-05,AB-,2,,
2026-02-06,O+,21,,
2026-02-06,A+,22,,
2026-02-06,B+,16,,
2026-02-06,O-,13,,
2026-02-06,A-,6,,
2026-02-06,B-,4,,
2026-02-06,AB+,2,,
2026-02-06,AB-,2,,
2026-02-07,O+,24,,
2026-02-07,A+,18,,
2026-02-07,B+,8,,
2026-02-07,O-,8,,
2026-02-07,A-,7,,
2026-02-07,B-,5,,
2026-02-07,AB+,3,,
2026-02-07,AB-,1,,
2026-02-08,O+,27,,
2026-02-08,A+,19,,
2026-02-08,B+,7,,
2026-02-08,O-,5,,
2026-02-08,A-,7,,
2026-02-08,B-,5,,
2026-02-08,AB+,3,,
2026-02-08,AB-,0,,
2026-02-09,O+,30,,
2026-02-09,A+,21,,
2026-02-09,B+,14,,
2026-02-09,O-,12,,
2026-02-09,A-,7,,
2026-02-09,B-,4,,
2026-02-09,AB+,2,,
2026-02-09,AB-,1,,
2026-02-10,O+,34,,
2026-02-10,A+,32,,
2026-02-10,B+,17,,
2026-02-10,O-,14,,
2026-02-10,A-,10,,
2026-02-10,B-,6,,
2026-02-10,AB+,3,,
2026-02-10,AB-,2,,
2026-02-11,O+,40,,
2026-02-11,A+,32,,
2026-02-11,B+,19,,
2026-02-11,O-,13,,
2026-02-11,A-,8,,
2026-02-11,B-,4,,
2026-02-11,AB+,4,,
2026-02-11,AB-,3,,
2026-02-12,O+,36,,
2026-02-12,A+,30,,
2026-02-12,B+,17,,
2026-02-12,O-,11,,
2026-02-12,A-,8,,
2026-02-12,B-,4,,
2026-02-12,AB+,4,,
2026-02-12,AB-,1,,
2026-02-13,O+,22,,
2026-02-13,A+,17,,
2026-02-13,B+,12,,
2026-02-13,O-,9,,
2026-02-13,A-,7,,
2026-02-13,B-,3,,
2026-02-13,AB+,3,,
2026-02-13,AB-,1,,
2026-02-14,O+,11,,
2026-02-14,A+,19,,
2026-02-14,B+,8,,
2026-02-14,O-,7,,
2026-02-14,A-,4,,
2026-02-14,B-,4,,
2026-02-14,AB+,4,,
2026-02-14,AB-,1,,
2026-02-15,O+,23,,
2026-02-15,A+,14,,
2026-02-15,B+,9,,
2026-02-15,O-,5,,
2026-02-15,A-,6,,
2026-02-15,B-,4,,
2026-02-15,AB+,2,,
2026-02-15,AB-,1,,
2026-02-16,O+,23,,
2026-02-16,A+,16,,
2026-02-16,B+,11,,
2026-02-16,O-,7,,
2026-02-16,A-,4,,
2026-02-16,B-,4,,
2026-02-16,AB+,2,,
2026-02-16,AB-,1,,
2026-02-17,O+,20,,
2026-02-17,A+,25,,
2026-02-17,B+,13,,
2026-02-17,O-,9,,
2026-02-17,A-,8,,
2026-02-17,B-,5,,
2026-02-17,AB+,4,,
2026-02-17,AB-,1,,
2026-02-18,O+,33,,
2026-02-18,A+,22,,
2026-02-18,B+,15,,
2026-02-18,O-,10,,
2026-02-18,A-,8,,
2026-02-18,B-,4,,
2026-02-18,AB+,4,,
2026-02-18,AB-,2,,
2026-02-19,O+,24,,
2026-02-19,A+,23,,
2026-02-19,B+,12,,
2026-02-19,O-,8,,
2026-02-19,A-,5,,
2026-02-19,B-,3,,
2026-02-19,AB+,3,,
2026-02-19,AB-,1,,
2026-02-20,O+,18,,
2026-02-20,A+,18,,
2026-02-20,B+,11,,
2026-02-20,O-,6,,
2026-02-20,A-,3,,
2026-02-20,B-,4,,
2026-02-20,AB+,0,,
2026-02-20,AB-,0,,
2026-02-21,O+,15,,
2026-02-21,A+,17,,
2026-02-21,B+,3,,
2026-02-21,O-,3,,
2026-02-21,A-,3,,
2026-02-21,B-,3,,
2026-02-21,AB+,0,,
2026-02-21,AB-,0,,
2026-02-22,O+,22,,
2026-02-22,A+,16,,
2026-02-22,B+,7,,
2026-02-22,O-,7,,
2026-02-22,A-,4,,
2026-02-22,B-,2,,
2026-02-22,AB+,1,,
2026-02-22,AB-,0,,
2026-02-23,O+,18,,
2026-02-23,A+,19,,
2026-02-23,B+,12,,
2026-02-23,O-,5,,
2026-02-23,A-,6,,
2026-02-23,B-,2,,
2026-02-23,AB+,3,,
2026-02-23,AB-,1,,
2026-02-24,O+,31,,
2026-02-24,A+,22,,
2026-02-24,B+,13,,
2026-02-24,O-,11,,
2026-02-24,A-,8,,
2026-02-24,B-,5,,
2026-02-24,AB+,4,,
2026-02-24,AB-,2,,
2026-02-25,O+,35,,
2026-02-25,A+,25,,
2026-02-25,B+,13,,
2026-02-25,O-,9,,
2026-02-25,A-,7,,
2026-02-25,B-,3,,
2026-02-25,AB+,3,,
2026-02-25,AB-,3,,
2026-02-26,O+,21,,
2026-02-26,A+,22,,
2026-02-26,B+,13,,
2026-02-26,O-,9,,
2026-02-26,A-,5,,
2026-02-26,B-,3,,
2026-02-26,AB+,3,,
2026-02-26,AB-,0,,
2026-02-27,O+,27,,
2026-02-27,A+,17,,
2026-02-27,B+,11,,
2026-02-27,O-,5,,
2026-02-27,A-,5,,
2026-02-27,B-,6,,
2026-02-27,AB+,2,,
2026-02-27,AB-,0,,
2026-02-28,O+,22,,
2026-02-28,A+,12,,
2026-02-28,B+,6,,
2026-02-28,O-,4,,
2026-02-28,A-,3,,
2026-02-28,B-,3,,
2026-02-28,AB+,1,,
2026-02-28,AB-,0,,
2026-03-01,O+,20,,
2026-03-01,A+,18,,
2026-03-01,B+,12,,
2026-03-01,O-,8,,
2026-03-01,A-,5,,
2026-03-01,B-,4,,
2026-03-01,AB+,2,,
2026-03-01,AB-,3,,
2026-03-02,O+,31,,
2026-03-02,A+,24,,
2026-03-02,B+,11,,
2026-03-02,O-,10,,
2026-03-02,A-,6,,
2026-03-02,B-,4,,
2026-03-02,AB+,3,,
2026-03-02,AB-,1,,
2026-03-03,O+,38,,
2026-03-03,A+,31,,
2026-03-03,B+,18,,
2026-03-03,O-,14,,
2026-03-03,A-,8,,
2026-03-03,B-,6,,
2026-03-03,AB+,3,,
2026-03-03,AB-,2,,
2026-03-04,O+,41,,
2026-03-04,A+,32,,
2026-03-04,B+,20,,
2026-03-04,O-,13,,
2026-03-04,A-,10,,
2026-03-04,B-,5,,
2026-03-04,AB+,6,,
2026-03-04,AB-,3,,
2026-03-05,O+,39,,
2026-03-05,A+,27,,
2026-03-05,B+,21,,
2026-03-05,O-,11,,
2026-03-05,A-,10,,
2026-03-05,B-,6,,
2026-03-05,AB+,6,,
2026-03-05,AB-,0,,
2026-03-06,O+,24,,
2026-03-06,A+,23,,
2026-03-06,B+,13,,
2026-03-06,O-,8,,
2026-03-06,A-,8,,
2026-03-06,B-,4,,
2026-03-06,AB+,4,,
2026-03-06,AB-,1,,
2026-03-07,O+,21,,
2026-03-07,A+,10,,
2026-03-07,B+,7,,
2026-03-07,O-,7,,
2026-03-07,A-,8,,
2026-03-07,B-,3,,
2026-03-07,AB+,3,,
2026-03-07,AB-,3,,
2026-03-08,O+,24,,
2026-03-08,A+,21,,
2026-03-08,B+,12,,
2026-03-08,O-,7,,
2026-03-08,A-,5,,
2026-03-08,B-,3,,
2026-03-08,AB+,3,,
2026-03-08,AB-,0,,
2026-03-09,O+,30,,
2026-03-09,A+,26,,
2026-03-09,B+,17,,
2026-03-09,O-,13,,
2026-03-09,A-,7,,
2026-03-09,B-,5,,
2026-03-09,AB+,3,,
2026-03-09,AB-,1,,
2026-03-10,O+,35,,
2026-03-10,A+,39,,
2026-03-10,B+,19,,
2026-03-10,O-,15,,
2026-03-10,A-,9,,
2026-03-10,B-,4,,
2026-03-10,AB+,7,,
2026-03-10,AB-,0,,
2026-03-11,O+,44,,Public holiday: Moshoeshoe's Day
2026-03-11,A+,42,,Public holiday: Moshoeshoe's Day
2026-03-11,B+,23,,Public holiday: Moshoeshoe's Day
2026-03-11,O-,15,,Public holiday: Moshoeshoe's Day
2026-03-11,A-,13,,Public holiday: Moshoeshoe's Day
2026-03-11,B-,7,,Public holiday: Moshoeshoe's Day
2026-03-11,AB+,7,,Public holiday: Moshoeshoe's Day
2026-03-11,AB-,1,,Public holiday: Moshoeshoe's Day
2026-03-12,O+,42,,
2026-03-12,A+,27,,
2026-03-12,B+,18,,
2026-03-12,O-,11,,
2026-03-12,A-,8,,
2026-03-12,B-,6,,
2026-03-12,AB+,5,,
2026-03-12,AB-,1,,
2026-03-13,O+,26,,
2026-03-13,A+,19,,
2026-03-13,B+,15,,
2026-03-13,O-,6,,
2026-03-13,A-,4,,
2026-03-13,B-,5,,
2026-03-13,AB+,1,,
2026-03-13,AB-,3,,
2026-03-14,O+,20,,
2026-03-14,A+,17,,
2026-03-14,B+,10,,
2026-03-14,O-,6,,
2026-03-14,A-,5,,
2026-03-14,B-,5,,
2026-03-14,AB+,4,,
2026-03-14,AB-,0,,
2026-03-15,O+,26,,
2026-03-15,A+,13,,
2026-03-15,B+,10,,
2026-03-15,O-,7,,
2026-03-15,A-,6,,
2026-03-15,B-,2,,
2026-03-15,AB+,4,,
2026-03-15,AB-,0,,
2026-03-16,O+,20,,
2026-03-16,A+,24,,
2026-03-16,B+,12,,
2026-03-16,O-,6,,
2026-03-16,A-,7,,
2026-03-16,B-,3,,
2026-03-16,AB+,3,,
2026-03-16,AB-,0,,
2026-03-17,O+,28,,
2026-03-17,A+,28,,
2026-03-17,B+,16,,
2026-03-17,O-,8,,
2026-03-17,A-,7,,
2026-03-17,B-,5,,
2026-03-17,AB+,5,,
2026-03-17,AB-,2,,
2026-03-18,O+,27,,
2026-03-18,A+,21,,
2026-03-18,B+,16,,
2026-03-18,O-,11,,
2026-03-18,A-,7,,
2026-03-18,B-,4,,
2026-03-18,AB+,4,,
2026-03-18,AB-,2,,
2026-03-19,O+,16,,
2026-03-19,A+,20,,
2026-03-19,B+,14,,
2026-03-19,O-,7,,
2026-03-19,A-,7,,
2026-03-19,B-,3,,
2026-03-19,AB+,3,,
2026-03-19,AB-,0,,
2026-03-20,O+,13,,
2026-03-20,A+,17,,
2026-03-20,B+,9,,
2026-03-20,O-,8,,
2026-03-20,A-,6,,
2026-03-20,B-,2,,
2026-03-20,AB+,3,,
2026-03-20,AB-,2,,
2026-03-21,O+,19,,
2026-03-21,A+,19,,
2026-03-21,B+,11,,
2026-03-21,O-,4,,
2026-03-21,A-,4,,
2026-03-21,B-,5,,
2026-03-21,AB+,3,,
2026-03-21,AB-,0,,
2026-03-22,O+,11,,
2026-03-22,A+,9,,
2026-03-22,B+,9,,
2026-03-22,O-,5,,
2026-03-22,A-,4,,
2026-03-22,B-,2,,
2026-03-22,AB+,1,,
2026-03-22,AB-,1,,
2026-03-23,O+,22,,
2026-03-23,A+,19,,
2026-03-23,B+,7,,
2026-03-23,O-,9,,
2026-03-23,A-,6,,
2026-03-23,B-,5,,
2026-03-23,AB+,1,,
2026-03-23,AB-,2,,
2026-03-24,O+,22,,
2026-03-24,A+,23,,
2026-03-24,B+,15,,
2026-03-24,O-,10,,
2026-03-24,A-,7,,
2026-03-24,B-,6,,
2026-03-24,AB+,3,,
2026-03-24,AB-,0,,
2026-03-25,O+,27,,
2026-03-25,A+,23,,
2026-03-25,B+,16,,
2026-03-25,O-,8,,
2026-03-25,A-,8,,
2026-03-25,B-,5,,
2026-03-25,AB+,3,,
2026-03-25,AB-,0,,
2026-03-26,O+,24,,
2026-03-26,A+,22,,
2026-03-26,B+,12,,
2026-03-26,O-,9,,
2026-03-26,A-,5,,
2026-03-26,B-,3,,
2026-03-26,AB+,2,,
2026-03-26,AB-,2,,
2026-03-27,O+,20,,
2026-03-27,A+,17,,
2026-03-27,B+,11,,
2026-03-27,O-,7,,
2026-03-27,A-,4,,
2026-03-27,B-,2,,
2026-03-27,AB+,2,,
2026-03-27,AB-,0,,
2026-03-28,O+,17,,
2026-03-28,A+,11,,
2026-03-28,B+,9,,
2026-03-28,O-,6,,
2026-03-28,A-,4,,
2026-03-28,B-,3,,
2026-03-28,AB+,5,,
2026-03-28,AB-,0,,
2026-03-29,O+,29,,
2026-03-29,A+,13,,
2026-03-29,B+,7,,
2026-03-29,O-,5,,
2026-03-29,A-,5,,
2026-03-29,B-,3,,
2026-03-29,AB+,2,,
2026-03-29,AB-,0,,
2026-03-30,O+,23,,
2026-03-30,A+,23,,
2026-03-30,B+,15,,
2026-03-30,O-,8,,
2026-03-30,A-,6,,
2026-03-30,B-,4,,
2026-03-30,AB+,1,,
2026-03-30,AB-,1,,
2026-03-31,O+,35,,
2026-03-31,A+,26,,
2026-03-31,B+,15,,
2026-03-31,O-,12,,
2026-03-31,A-,8,,
2026-03-31,B-,6,,
2026-03-31,AB+,5,,
2026-03-31,AB-,2,,
2026-04-01,O+,41,,
2026-04-01,A+,25,,
2026-04-01,B+,17,,
2026-04-01,O-,9,,
2026-04-01,A-,8,,
2026-04-01,B-,8,,
2026-04-01,AB+,3,,
2026-04-01,AB-,0,,
2026-04-02,O+,32,,
2026-04-02,A+,29,,
2026-04-02,B+,17,,
2026-04-02,O-,10,,
2026-04-02,A-,10,,
2026-04-02,B-,5,,
2026-04-02,AB+,5,,
2026-04-02,AB-,3,,
2026-04-03,O+,22,,
2026-04-03,A+,16,,
2026-04-03,B+,13,,
2026-04-03,O-,9,,
2026-04-03,A-,6,,
2026-04-03,B-,4,,
2026-04-03,AB+,3,,
2026-04-03,AB-,3,,
2026-04-04,O+,10,,
2026-04-04,A+,21,,
2026-04-04,B+,11,,
2026-04-04,O-,7,,
2026-04-04,A-,4,,
2026-04-04,B-,5,,
2026-04-04,AB+,1,,
2026-04-04,AB-,1,,
2026-04-05,O+,28,,
2026-04-05,A+,14,,
2026-04-05,B+,12,,
2026-04-05,O-,8,,
2026-04-05,A-,6,,
2026-04-05,B-,3,,
2026-04-05,AB+,3,,
2026-04-05,AB-,2,,
2026-04-06,O+,30,,
2026-04-06,A+,32,,
2026-04-06,B+,13,,
2026-04-06,O-,9,,
2026-04-06,A-,9,,
2026-04-06,B-,5,,
2026-04-06,AB+,3,,
2026-04-06,AB-,1,,
2026-04-07,O+,45,,
2026-04-07,A+,34,,
2026-04-07,B+,17,,
2026-04-07,O-,10,,
2026-04-07,A-,11,,
2026-04-07,B-,7,,
2026-04-07,AB+,4,,
2026-04-07,AB-,1,,
2026-04-08,O+,33,,
2026-04-08,A+,29,,
2026-04-08,B+,20,,
2026-04-08,O-,13,,
2026-04-08,A-,12,,
2026-04-08,B-,8,,
2026-04-08,AB+,4,,
2026-04-08,AB-,1,,
2026-04-09,O+,41,,
2026-04-09,A+,27,,
2026-04-09,B+,22,,
2026-04-09,O-,12,,
2026-04-09,A-,7,,
2026-04-09,B-,4,,
2026-04-09,AB+,4,,
2026-04-09,AB-,3,,
2026-04-10,O+,26,,
2026-04-10,A+,14,,
2026-04-10,B+,12,,
2026-04-10,O-,8,,
2026-04-10,A-,8,,
2026-04-10,B-,5,,
2026-04-10,AB+,3,,
2026-04-10,AB-,1,,
2026-04-11,O+,31,,
2026-04-11,A+,21,,
2026-04-11,B+,9,,
2026-04-11,O-,8,,
2026-04-11,A-,6,,
2026-04-11,B-,6,,
2026-04-11,AB+,3,,
2026-04-11,AB-,1,,
2026-04-12,O+,24,,
2026-04-12,A+,17,,
2026-04-12,B+,11,,
2026-04-12,O-,6,,
2026-04-12,A-,6,,
2026-04-12,B-,2,,
2026-04-12,AB+,4,,
2026-04-12,AB-,2,,
2026-04-13,O+,23,,
2026-04-13,A+,26,,
2026-04-13,B+,13,,
2026-04-13,O-,11,,
2026-04-13,A-,8,,
2026-04-13,B-,6,,
2026-04-13,AB+,4,,
2026-04-13,AB-,0,,
2026-04-14,O+,26,,
2026-04-14,A+,28,,
2026-04-14,B+,14,,
2026-04-14,O-,11,,
2026-04-14,A-,7,,
2026-04-14,B-,6,,
2026-04-14,AB+,5,,
2026-04-14,AB-,0,,
2026-04-15,O+,31,,
2026-04-15,A+,29,,
2026-04-15,B+,19,,
2026-04-15,O-,12,,
2026-04-15,A-,8,,
2026-04-15,B-,6,,
2026-04-15,AB+,4,,
2026-04-15,AB-,1,,
2026-04-16,O+,24,,
2026-04-16,A+,24,,
2026-04-16,B+,13,,
2026-04-16,O-,9,,
2026-04-16,A-,5,,
2026-04-16,B-,6,,
2026-04-16,AB+,3,,
2026-04-16,AB-,1,,
2026-04-17,O+,28,,
2026-04-17,A+,23,,
2026-04-17,B+,12,,
2026-04-17,O-,6,,
2026-04-17,A-,5,,
2026-04-17,B-,4,,
2026-04-17,AB+,3,,
2026-04-17,AB-,1,,
2026-04-18,O+,20,,
2026-04-18,A+,16,,
2026-04-18,B+,11,,
